# List of x-y values
0.0000	0.0000
0.0063	0.0063
0.0126	0.0126
0.0189	0.0189
0.0252	0.0252
0.0314	0.0314
0.0377	0.0377
0.0440	0.0440
0.0503	0.0503
0.0566	0.0566
0.0629	0.0629
0.0692	0.0691
0.0755	0.0754
0.0818	0.0817
0.0881	0.0879
0.0943	0.0942
0.1006	0.1005
0.1069	0.1067
0.1132	0.1130
0.1195	0.1192
0.1258	0.1255
0.1321	0.1317
0.1384	0.1379
0.1447	0.1442
0.1509	0.1504
0.1572	0.1566
0.1635	0.1628
0.1698	0.1690
0.1761	0.1752
0.1824	0.1814
0.1887	0.1876
0.1950	0.1937
0.2013	0.1999
0.2076	0.2061
0.2138	0.2122
0.2201	0.2184
0.2264	0.2245
0.2327	0.2306
0.2390	0.2367
0.2453	0.2428
0.2516	0.2489
0.2579	0.2550
0.2642	0.2611
0.2704	0.2672
0.2767	0.2732
0.2830	0.2793
0.2893	0.2853
0.2956	0.2913
0.3019	0.2973
0.3082	0.3033
0.3145	0.3093
0.3208	0.3153
0.3271	0.3213
0.3333	0.3272
0.3396	0.3331
0.3459	0.3391
0.3522	0.3450
0.3585	0.3509
0.3648	0.3568
0.3711	0.3626
0.3774	0.3685
0.3837	0.3743
0.3899	0.3801
0.3962	0.3859
0.4025	0.3917
0.4088	0.3975
0.4151	0.4033
0.4214	0.4090
0.4277	0.4148
0.4340	0.4205
0.4403	0.4262
0.4466	0.4319
0.4528	0.4375
0.4591	0.4432
0.4654	0.4488
0.4717	0.4544
0.4780	0.4600
0.4843	0.4656
0.4906	0.4711
0.4969	0.4767
0.5032	0.4822
0.5094	0.4877
0.5157	0.4932
0.5220	0.4986
0.5283	0.5041
0.5346	0.5095
0.5409	0.5149
0.5472	0.5203
0.5535	0.5256
0.5598	0.5310
0.5661	0.5363
0.5723	0.5416
0.5786	0.5469
0.5849	0.5521
0.5912	0.5574
0.5975	0.5626
0.6038	0.5678
0.6101	0.5729
0.6164	0.5781
0.6227	0.5832
0.6289	0.5883
0.6352	0.5934
0.6415	0.5984
0.6478	0.6034
0.6541	0.6084
0.6604	0.6134
0.6667	0.6184
0.6730	0.6233
0.6793	0.6282
0.6856	0.6331
0.6918	0.6380
0.6981	0.6428
0.7044	0.6476
0.7107	0.6524
0.7170	0.6571
0.7233	0.6619
0.7296	0.6666
0.7359	0.6712
0.7422	0.6759
0.7484	0.6805
0.7547	0.6851
0.7610	0.6897
0.7673	0.6942
0.7736	0.6987
0.7799	0.7032
0.7862	0.7077
0.7925	0.7121
0.7988	0.7165
0.8051	0.7209
0.8113	0.7252
0.8176	0.7295
0.8239	0.7338
0.8302	0.7381
0.8365	0.7423
0.8428	0.7465
0.8491	0.7507
0.8554	0.7548
0.8617	0.7589
0.8679	0.7630
0.8742	0.7671
0.8805	0.7711
0.8868	0.7751
0.8931	0.7790
0.8994	0.7830
0.9057	0.7868
0.9120	0.7907
0.9183	0.7945
0.9246	0.7984
0.9308	0.8021
0.9371	0.8059
0.9434	0.8096
0.9497	0.8132
0.9560	0.8169
0.9623	0.8205
0.9686	0.8241
0.9749	0.8276
0.9812	0.8311
0.9874	0.8346
0.9937	0.8381
1.0000	0.8415
1.0063	0.8449
1.0126	0.8482
1.0189	0.8515
1.0252	0.8548
1.0315	0.8581
1.0378	0.8613
1.0441	0.8644
1.0503	0.8676
1.0566	0.8707
1.0629	0.8738
1.0692	0.8768
1.0755	0.8798
1.0818	0.8828
1.0881	0.8857
1.0944	0.8886
1.1007	0.8915
1.1069	0.8943
1.1132	0.8971
1.1195	0.8999
1.1258	0.9026
1.1321	0.9053
1.1384	0.9080
1.1447	0.9106
1.1510	0.9132
1.1573	0.9157
1.1636	0.9182
1.1698	0.9207
1.1761	0.9231
1.1824	0.9255
1.1887	0.9279
1.1950	0.9302
1.2013	0.9325
1.2076	0.9348
1.2139	0.9370
1.2202	0.9392
1.2264	0.9413
1.2327	0.9434
1.2390	0.9455
1.2453	0.9475
1.2516	0.9495
1.2579	0.9514
1.2642	0.9534
1.2705	0.9552
1.2768	0.9571
1.2831	0.9589
1.2893	0.9607
1.2956	0.9624
1.3019	0.9641
1.3082	0.9657
1.3145	0.9673
1.3208	0.9689
1.3271	0.9704
1.3334	0.9719
1.3397	0.9734
1.3459	0.9748
1.3522	0.9762
1.3585	0.9776
1.3648	0.9789
1.3711	0.9801
1.3774	0.9814
1.3837	0.9825
1.3900	0.9837
1.3963	0.9848
1.4026	0.9859
1.4088	0.9869
1.4151	0.9879
1.4214	0.9889
1.4277	0.9898
1.4340	0.9907
1.4403	0.9915
1.4466	0.9923
1.4529	0.9931
1.4592	0.9938
1.4654	0.9945
1.4717	0.9951
1.4780	0.9957
1.4843	0.9963
1.4906	0.9968
1.4969	0.9973
1.5032	0.9977
1.5095	0.9981
1.5158	0.9985
1.5221	0.9988
1.5283	0.9991
1.5346	0.9993
1.5409	0.9996
1.5472	0.9997
1.5535	0.9999
1.5598	0.9999
1.5661	1.0000
1.5724	1.0000
1.5787	1.0000
1.5849	0.9999
1.5912	0.9998
1.5975	0.9996
1.6038	0.9995
1.6101	0.9992
1.6164	0.9990
1.6227	0.9987
1.6290	0.9983
1.6353	0.9979
1.6416	0.9975
